nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	Species
NA	Prepisiers_virus_F1032C1F1032	Prepisiers_virus_F1032C1F1032	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1032	F1032	F1032_NODE_1_length_13213_cov_14.139915_4	F1032_NODE_1_length_13213_cov_14.139915	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	NA
NA	Antlested_virus_F1034C1F1034	Antlested_virus_F1034C1F1034	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1034	F1034	F1034_NODE_1_length_13892_cov_121.603310_5	F1034_NODE_1_length_13892_cov_121.603310	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	NA
NA	Imjin_River_virus_1_F1051C1F1051	Imjin_River_virus_1_F1051C1F1051	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1051	F1051	F1051_NODE_1_length_12044_cov_1008.365835_1	F1051_NODE_1_length_12044_cov_1008.365835	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14	NA
NA	Aedes_anphevirus_F1058C3F1058	Aedes_anphevirus_F1058C3F1058	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1058	F1058	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	Aedes aegypti	correct	Aedes aegypti	_	cluster26	NA
NA	Aedes_anphevirus_F1058C3F1059	Aedes_anphevirus_F1058C3F1059	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1058	F1059	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	Aedes aegypti	correct	Aedes aegypti	_	cluster26	NA
NA	Aedes_anphevirus_F1058C3F1060	Aedes_anphevirus_F1058C3F1060	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1058	F1060	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	Aedes aegypti	correct	Aedes aegypti	_	cluster26	NA
NA	Aedes_anphevirus_F1058C3F1061	Aedes_anphevirus_F1058C3F1061	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1058	F1061	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	Aedes aegypti	correct	Aedes aegypti	_	cluster26	NA
NA	Aedes_anphevirus_F1058C3F1062	Aedes_anphevirus_F1058C3F1062	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1058	F1062	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	Aedes aegypti	correct	Aedes aegypti	_	cluster26	NA
NA	Aedes_anphevirus_F1058C3F1067	Aedes_anphevirus_F1058C3F1067	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1058	F1067	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	Aedes aegypti	correct	Aedes aegypti	_	cluster26	NA
NA	Aedes_anphevirus_F1058C3F1068	Aedes_anphevirus_F1058C3F1068	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1058	F1068	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	Aedes aegypti	correct	Aedes aegypti	_	cluster26	NA
NA	San_Gabriel_mononegavirus_F1076C1F1016	San_Gabriel_mononegavirus_F1076C1F1016	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1076	F1016	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	San_Gabriel_mononegavirus_F1076C1F1076	San_Gabriel_mononegavirus_F1076C1F1076	Aedes albopictus	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1076	F1076	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	San_Gabriel_mononegavirus_F1076C1F1168	San_Gabriel_mononegavirus_F1076C1F1168	Aedes albopictus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1076	F1168	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	San_Gabriel_mononegavirus_F1076C1F1197	San_Gabriel_mononegavirus_F1076C1F1197	Aedes albopictus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1076	F1197	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Aedes gardneri	misannotated	Aedes albopictus	_	cluster28	NA
NA	San_Gabriel_mononegavirus_F1076C1F1345	San_Gabriel_mononegavirus_F1076C1F1345	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1076	F1345	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	San_Gabriel_mononegavirus_F1076C1F1350	San_Gabriel_mononegavirus_F1076C1F1350	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1076	F1350	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	San_Gabriel_mononegavirus_F1076C1F1518	San_Gabriel_mononegavirus_F1076C1F1518	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1076	F1518	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	Preculath_virus_F1097C1F1019	Preculath_virus_F1097C1F1019	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1097	F1019	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1021	Preculath_virus_F1097C1F1021	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1097	F1021	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1089	Preculath_virus_F1097C1F1089	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1097	F1089	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1090	Preculath_virus_F1097C1F1090	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1097	F1090	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1097	Preculath_virus_F1097C1F1097	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1097	F1097	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1098	Preculath_virus_F1097C1F1098	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1097	F1098	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1099	Preculath_virus_F1097C1F1099	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1097	F1099	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1371	Preculath_virus_F1097C1F1371	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1097	F1371	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1380	Preculath_virus_F1097C1F1380	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1097	F1380	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1525	Preculath_virus_F1097C1F1525	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1525	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1526	Preculath_virus_F1097C1F1526	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1526	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1527	Preculath_virus_F1097C1F1527	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1527	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1531	Preculath_virus_F1097C1F1531	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1531	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1532	Preculath_virus_F1097C1F1532	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1532	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1533	Preculath_virus_F1097C1F1533	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1533	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1534	Preculath_virus_F1097C1F1534	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1534	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1536	Preculath_virus_F1097C1F1536	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1536	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Preculath_virus_F1097C1F1537	Preculath_virus_F1097C1F1537	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1097	F1537	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Arindly_virus_F1098C3F1087	Arindly_virus_F1098C3F1087	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1098	F1087	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Arindly_virus_F1098C3F1090	Arindly_virus_F1098C3F1090	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1098	F1090	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Arindly_virus_F1098C3F1095	Arindly_virus_F1098C3F1095	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1098	F1095	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Arindly_virus_F1098C3F1098	Arindly_virus_F1098C3F1098	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1098	F1098	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Arindly_virus_F1098C3F1099	Arindly_virus_F1098C3F1099	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C3	F1098	F1099	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Arindly_virus_F1098C3F1219	Arindly_virus_F1098C3F1219	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Pursat	2019	NA	NA	C3	F1098	F1219	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	NA
NA	Raistely_virus_F1107C4F1107	Raistely_virus_F1107C4F1107	Culex gelidus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C4	F1107	F1107	F1107_NODE_4_length_4693_cov_19.984260_1	F1107_NODE_4_length_4693_cov_19.984260	Culex gelidus	correct	Culex gelidus	_	cluster8	NA
NA	Regreagly_virus_F1187C3F1177	Regreagly_virus_F1187C3F1177	Aedes caecus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C3	F1187	F1177	F1187_NODE_3_length_11590_cov_460.255743_4	F1187_NODE_3_length_11590_cov_460.255743	Aedes caecus	correct	Aedes caecus	_	cluster24	NA
NA	Regreagly_virus_F1187C3F1178	Regreagly_virus_F1187C3F1178	Culicidae sp Aedes caecus or Culex bitaeniorhynchus or Culex tritaeniorhynchus or Culex vishnui.g or Mansonia uniformis	Culicidae	Cambodia	Cambodia:Pursat	2019	NA	NA	C3	F1187	F1178	F1187_NODE_3_length_11590_cov_460.255743_4	F1187_NODE_3_length_11590_cov_460.255743	Aedes caecus	mixed cluster, internally divergent	Culicidae sp Aedes caecus or Culex bitaeniorhynchus or Culex tritaeniorhynchus or Culex vishnui.g or Mansonia uniformis	_	cluster25	NA
NA	Regreagly_virus_F1187C3F1187	Regreagly_virus_F1187C3F1187	Aedes caecus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C3	F1187	F1187	F1187_NODE_3_length_11590_cov_460.255743_4	F1187_NODE_3_length_11590_cov_460.255743	Aedes caecus	correct	Aedes caecus	_	cluster24	NA
NA	Arlicasen_virus_F1276C1F1256	Arlicasen_virus_F1276C1F1256	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	Culex	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1276	F1256	F1276_NODE_1_length_11166_cov_10233.738097_6	F1276_NODE_1_length_11166_cov_10233.738097	Culex cinctellus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	F1276 closely related to F1256, a bit more distant from the rest of the cluster	cluster5	NA
NA	Arlicasen_virus_F1276C1F1276	Arlicasen_virus_F1276C1F1276	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	Culex	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1276	F1276	F1276_NODE_1_length_11166_cov_10233.738097_6	F1276_NODE_1_length_11166_cov_10233.738097	Culex infantulus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	F1276 closely related to F1256, a bit more distant from the rest of the cluster	cluster5	NA
NA	Ausist_virus_F1341C1F1003	Ausist_virus_F1341C1F1003	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1341	F1003	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	Ausist_virus_F1341C1F1079	Ausist_virus_F1341C1F1079	Aedes albopictus	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1341	F1079	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	Ausist_virus_F1341C1F1167	Ausist_virus_F1341C1F1167	Aedes albopictus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1341	F1167	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	Ausist_virus_F1341C1F1337	Ausist_virus_F1341C1F1337	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1341	F1337	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Aedes aegypti	misannotated	Aedes albopictus	_	cluster28	NA
NA	Ausist_virus_F1341C1F1341	Ausist_virus_F1341C1F1341	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1341	F1341	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	Ausist_virus_F1341C1F1344	Ausist_virus_F1341C1F1344	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1341	F1344	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
NA	Xincheng_Mosquito_Virus_F1356C1F1356	Xincheng_Mosquito_Virus_F1356C1F1356	Anopheles peditaeniatus	Anopheles	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1356	F1356	F1356_NODE_1_length_12554_cov_1575.312665_4	F1356_NODE_1_length_12554_cov_1575.312665	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	NA
NA	Xincheng_Mosquito_Virus_F1356C1F1367	Xincheng_Mosquito_Virus_F1356C1F1367	Anopheles peditaeniatus	Anopheles	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1356	F1367	F1356_NODE_1_length_12554_cov_1575.312665_4	F1356_NODE_1_length_12554_cov_1575.312665	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1040	Grenada_mosquito_rhabdovirus_1_F1429C1F1040	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1429	F1040	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1042	Grenada_mosquito_rhabdovirus_1_F1429C1F1042	Culex sp quinquefasciatus or sinensis	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1429	F1042	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	mixed, only 2 samples	Culex sp quinquefasciatus or sinensis	close to another sample (sinensis), cannot assign to any cluster	cluster7	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1112	Grenada_mosquito_rhabdovirus_1_F1429C1F1112	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1112	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1113	Grenada_mosquito_rhabdovirus_1_F1429C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1113	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1114	Grenada_mosquito_rhabdovirus_1_F1429C1F1114	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1114	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1115	Grenada_mosquito_rhabdovirus_1_F1429C1F1115	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1115	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1118	Grenada_mosquito_rhabdovirus_1_F1429C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1118	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1119	Grenada_mosquito_rhabdovirus_1_F1429C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1119	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1120	Grenada_mosquito_rhabdovirus_1_F1429C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1120	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1121	Grenada_mosquito_rhabdovirus_1_F1429C1F1121	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1121	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1123	Grenada_mosquito_rhabdovirus_1_F1429C1F1123	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1123	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1124	Grenada_mosquito_rhabdovirus_1_F1429C1F1124	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1124	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1125	Grenada_mosquito_rhabdovirus_1_F1429C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1125	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
NA	Grenada_mosquito_rhabdovirus_1_F1429C1F1126	Grenada_mosquito_rhabdovirus_1_F1429C1F1126	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1429	F1126	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	NA
