qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2
F1347_NODE_3_length_2331_cov_1398.506591_1	QGY72609.1	91.3	643	56	0	9	651	1	643	643	0	1202.6	QGY72609.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 79]	2686552	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Scleroulivirus|Scleroulivirus sigmaplasmoparae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Plasmopara viticola lesion associated ourmia-like virus 79||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus sigmaplasmoparae	Orthornavirae	Riboviria	NA	NA
F1348_NODE_1_length_5392_cov_35676.523328_1	YP_009551892.1	96.5	1048	37	0	17	1064	1	1048	1048	0	2042.3	YP_009551892.1 hypothetical protein [Sarawak virus]	2109380	Viruses|Kitrinoviricota|Alsuviricetes|Hepelivirales|Alphatetraviridae||Sarawak virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Alphatetraviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Alphatetraviridae	NA	Sarawak virus	Orthornavirae	Riboviria	NA	NA
F1349_NODE_35_length_2123_cov_45.847195_1	DAB41738.1	39.8	586	333	8	1	581	357	927	1074	1e-119	442.2	DAB41738.1 TPA_exp: RNA-dependent RNA polymerase, partial [Tetrodontophora bielanensis associated virus 1]	2065806	Viruses||||||Tetrodontophora bielanensis associated virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Tetrodontophora bielanensis associated virus 1	NA	NA	NA	NA
F1351_NODE_58_length_1230_cov_9.257872_1	XP_029716081.1	99.7	307	1	0	90	396	1001	1307	8141	5.1e-172	615.1	XP_029716081.1 twitchin isoform X3 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1352_NODE_2_length_15650_cov_128.103110_1	QBB21108.1	28.5	5045	2993	130	285	5181	223	4801	4815	0	1754.6	QBB21108.1 polyprotein [Geranium carolinianum endornavirus]	2517909	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae||Geranium carolinianum endornavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Endornaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	Geranium carolinianum endornavirus	Orthornavirae	Riboviria	NA	NA
F1352_NODE_3_length_14598_cov_105.777212_1	QGA70905.1	48.1	3745	1824	34	1190	4849	3	3711	3713	0	3499.1	QGA70905.1 RNA-dependent RNA polymerase [Kerstinbo virus]	2651954	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae||Kerstinbo virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Endornaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	Kerstinbo virus	Orthornavirae	Riboviria	NA	NA
F1161_NODE_727_length_1949_cov_1.761352_1	KXJ82573.1	98.7	638	8	0	12	649	212	849	1261	6.2e-300	1040.8	KXJ82573.1 hypothetical protein RP20_CCG012635 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1161_NODE_3382_length_1119_cov_2.171992_1	XP_029718849.1	95	317	16	0	1	317	125	441	470	4.7e-171	611.7	XP_029718849.1 uncharacterized protein LOC115261390 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1161_NODE_4189_length_1011_cov_1.326360_1	XP_038116608.1	82.7	336	58	0	1	336	620	955	997	6.7e-165	591.3	XP_038116608.1 uncharacterized protein K02A2.6-like [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1361_NODE_262_length_2334_cov_50.104871_1	QGY72604.1	82.9	666	113	1	7	671	1	666	666	0	1124	QGY72604.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 74]	2686547	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Scleroulivirus|Scleroulivirus niplasmoparae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Plasmopara viticola lesion associated ourmia-like virus 74||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus niplasmoparae	Orthornavirae	Riboviria	NA	NA
F1472_NODE_1_length_7201_cov_146.442065_1	QDB75018.1	47.7	2326	1194	9	35	2355	26	2333	2333	0	2126.3	QDB75018.1 MAG: RNA-dependent RNA polymerase [Cladosporium cladosporioides negative-stranded RNA virus 2]	2587549	Viruses||||||Cladosporium cladosporioides negative-stranded RNA virus 2||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|unclassified ssRNA negative-strand viruses||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Cladosporium cladosporioides negative-stranded RNA virus 2	NA	Riboviria	NA	NA
F1378_NODE_26_length_4447_cov_2.408015_3	XP_039452589.1	69.9	621	186	1	13	633	636	1255	1686	1.4e-256	896.7	XP_039452589.1 uncharacterized protein LOC120431546 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1379_NODE_1914_length_1697_cov_3.619976_1	XP_001660344.2	79.2	472	76	6	17	472	1	466	466	2.1e-185	659.8	XP_001660344.2 zinc finger protein 853 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1282_NODE_1575_length_2005_cov_3.755385_2	XP_038112610.1	94.6	654	31	3	17	668	643	1294	1351	0	1214.9	XP_038112610.1 protein sickie isoform X2 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1282_NODE_1673_length_1957_cov_17.496845_2	XP_039448476.1	93.2	601	41	0	1	601	242	842	842	0	1146.7	XP_039448476.1 integrin beta-PS isoform X1 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1282_NODE_2009_length_1837_cov_7.042649_1	XP_039448785.1	81	617	78	12	1	611	390	973	1190	1.4e-229	807	XP_039448785.1 uncharacterized protein CG7065-like isoform X2 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1012_NODE_1011_length_1609_cov_2.233591_1	OOQ88544.1	79.7	536	108	1	1	535	32	567	577	1.1e-251	880.2	OOQ88544.1 NAD-dependent malic enzyme, mitochondrial [Penicillium brasilianum]	104259	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Penicillium|Penicillium brasilianum||Opisthokonta|saccharomyceta|||||||||||leotiomyceta||||||||||||||||Fungi||cellular organisms|||||||||||||||Eurotiomycetidae||||Dikarya||Pezizomycotina|||||||||	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brasilianum	Fungi	Opisthokonta	saccharomyceta	leotiomyceta
F1012_NODE_1800_length_1292_cov_2.614390_1	OQE26618.1	97.8	313	7	0	46	358	80	392	737	8.7e-171	610.9	OQE26618.1 hypothetical protein PENSTE_c005G01252 [Penicillium steckii]	303698	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Penicillium|Penicillium steckii||Opisthokonta|saccharomyceta|||||||||||leotiomyceta||||||||||||||||Fungi||cellular organisms|||||||||||||||Eurotiomycetidae||||Dikarya||Pezizomycotina|||||||||	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium steckii	Fungi	Opisthokonta	saccharomyceta	leotiomyceta
F1362_NODE_2566_length_938_cov_4.134768_1	YP_009333461.1	44.3	271	148	3	7	275	2094	2363	2368	1.1e-60	245	YP_009333461.1 hypothetical protein 1 [Beihai sipunculid worm virus 5]	1922677	Viruses||||||Beihai sipunculid worm virus 5||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Beihai sipunculid worm virus 5	NA	Riboviria	NA	NA
F1498_NODE_595_length_1742_cov_7.585062_2	XP_029734282.1	76.5	587	109	11	1	579	376	941	1431	1.4e-178	637.5	XP_029734282.1 LOW QUALITY PROTEIN: homeobox protein prospero-like [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1498_NODE_1118_length_1354_cov_2.438799_2	XP_039430059.1	56.9	457	93	11	1	451	320	678	1436	1.8e-109	407.5	XP_039430059.1 uncharacterized protein LOC120413347 isoform X1 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1502_NODE_85_length_2916_cov_12.682279_2	YP_009345118.1	60.6	475	180	2	24	492	5	478	478	3.7e-164	589.3	YP_009345118.1 RdRp [Xingshan nematode virus 5]	1923764	Viruses||||||Xingshan nematode virus 5||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Xingshan nematode virus 5	NA	Riboviria	NA	NA
F1557_NODE_3853_length_1016_cov_2.500520_2	XP_001861845.1	91.2	340	12	1	14	335	1	340	594	6.6e-181	644.4	XP_001861845.1 phosphatidylinositol-3-phosphatase SAC1 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1559_NODE_15_length_3431_cov_895.395438_2	DAB41738.1	39.8	628	372	5	102	729	324	945	1074	5.2e-132	483.4	DAB41738.1 TPA_exp: RNA-dependent RNA polymerase, partial [Tetrodontophora bielanensis associated virus 1]	2065806	Viruses||||||Tetrodontophora bielanensis associated virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Tetrodontophora bielanensis associated virus 1	NA	NA	NA	NA
F1559_NODE_16_length_3429_cov_142.246888_1	QTW97841.1	42.3	1039	531	16	2	1033	2	978	1078	2.4e-219	773.9	QTW97841.1 RNA-dependent RNA polymerase, partial [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA
F1559_NODE_20_length_3169_cov_114.399807_1	YP_009333179.1	41.7	955	521	9	11	963	14	934	955	3.1e-202	716.8	YP_009333179.1 RNA-dependent RNA polymerase [Beihai barnacle virus 10]	1922354	Viruses||||||Beihai barnacle virus 10||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Beihai barnacle virus 10	NA	Riboviria	NA	NA
F1284_NODE_652_length_1536_cov_5.937880_2	XP_001861845.1	95.5	510	23	0	1	510	37	546	594	9.2e-291	1010	XP_001861845.1 phosphatidylinositol-3-phosphatase SAC1 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1284_NODE_972_length_1327_cov_15.664308_2	XP_021711330.1	74.3	432	91	4	1	432	1892	2303	2303	2.1e-131	480.3	XP_021711330.1 protein split ends isoform X3 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1396_NODE_2855_length_1043_cov_21.742915_1	XP_021697715.1	59.2	174	68	1	23	193	1	174	289	1.2e-56	231.5	XP_021697715.1 peritrophin-1-like [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1398_NODE_269_length_2478_cov_48.295089_1	UGO48657.1	85.1	785	117	0	3	787	1	785	786	0	1399.4	UGO48657.1 MAG: polymerase PB1 [Palmetto orthomyxo-like virus]	2894005	Viruses|Negarnaviricota|Insthoviricetes|Articulavirales|Orthomyxoviridae||Palmetto orthomyxo-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Orthomyxoviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Palmetto orthomyxo-like virus	Orthornavirae	Riboviria	NA	NA
F1534_NODE_4515_length_1092_cov_1.685632_1	XP_021694898.1	84.8	341	41	5	1	333	589	926	926	4.8e-115	425.6	XP_021694898.1 mediator of RNA polymerase II transcription subunit 25 isoform X1 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1534_NODE_5473_length_969_cov_2.100656_1	XP_021709050.1	75.5	322	53	5	1	322	1809	2104	2138	3.7e-104	389.4	XP_021709050.1 probable helicase with zinc finger domain [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1535_NODE_4_length_12152_cov_28.768951_4	DAZ85658.1	52.8	2060	959	10	35	2087	8	2060	2081	0	2165.6	DAZ85658.1 TPA_asm: large polymerase protein [San Gabriel mononegavirus]	2892542	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|||San Gabriel mononegavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Mononegavirales|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	Orthornavirae	Riboviria	NA	NA
F1535_NODE_208_length_3031_cov_5.238239_1	XP_021698721.1	69.4	317	60	2	22	323	1	295	983	1.5e-79	307.8	XP_021698721.1 uncharacterized protein LOC5572295 isoform X1 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1535_NODE_564_length_2142_cov_6.297556_1	AAZ15235.1	75.2	347	86	0	271	617	1	347	358	7.7e-151	545.4	AAZ15235.1 reverse transcriptase, partial [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1393_NODE_79_length_3716_cov_3.459710_1	XP_039442866.1	58.5	1015	348	4	11	1024	239	1181	1181	0	1206.4	XP_039442866.1 uncharacterized protein LOC120423224 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1393_NODE_185_length_3014_cov_3.796553_2	P10394.1	48.9	632	303	10	66	688	36	656	1237	5e-167	599.4	P10394.1 RecName: Full=Retrovirus-related Pol polyprotein from transposon 412; Includes: RecName: Full=Protease; Includes: RecName: Full=Reverse transcriptase; Includes: RecName: Full=Endonuclease [Drosophila melanogaster]	7227	Eukaryota|Arthropoda|Insecta|Diptera|Drosophilidae|Drosophila|Drosophila melanogaster||Opisthokonta|Eumetazoa|Cyclorrhapha||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Eremoneura|Endopterygota|||||Neoptera|Muscomorpha||Metazoa||cellular organisms|Schizophora|Acalyptratae|||||||||melanogaster group|melanogaster subgroup|||Pterygota||Drosophilinae|Sophophora||Brachycera|Hexapoda|||||Ephydroidea|||Drosophilini|	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	Metazoa	Opisthokonta	Eumetazoa	Bilateria
